"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3YO4AH2FPFSM014KSI0TEO7E6FM0Q4","3X20CIABYYSC0J9YGO0PY5S7LBJD0L","Complete a Survey About Human Decisions (4 - 8 minutes), First Time Participants Only","Research Survey Affiliated with the University of Pennsylvania, First Time Participants Only","survey, research","$1.00","Fri Mar 15 14:55:06 PDT 2019","152","BatchId:3570059;OriginalHitTemplateId:920937340;","600","259200","Fri Mar 22 17:33:01 PDT 2019","","","3018Q3ZVOLYLZZFWN1RNW4OJB89ARZ","A3GK90X2QOFR53","Approved","Fri Mar 15 14:58:34 PDT 2019","Fri Mar 15 15:01:15 PDT 2019","Mon Mar 18 15:01:15 PDT 2019","Sat Mar 16 15:56:14 PDT 2019","","","161","100% (1/1)","100% (1/1)","100% (1/1)","6524"
"3YO4AH2FPFSM014KSI0TEO7E6FM0Q4","3X20CIABYYSC0J9YGO0PY5S7LBJD0L","Complete a Survey About Human Decisions (4 - 8 minutes), First Time Participants Only","Research Survey Affiliated with the University of Pennsylvania, First Time Participants Only","survey, research","$1.00","Fri Mar 15 14:55:06 PDT 2019","152","BatchId:3570059;OriginalHitTemplateId:920937340;","600","259200","Fri Mar 22 17:33:01 PDT 2019","","","3018Q3ZVOLYLZZFWN1RNW4OJB8HRAO","AFKZZEURTCR8U","Approved","Fri Mar 15 15:37:04 PDT 2019","Fri Mar 15 15:40:27 PDT 2019","Mon Mar 18 15:40:27 PDT 2019","Sat Mar 16 15:56:14 PDT 2019","","","203","100% (1/1)","100% (1/1)","100% (1/1)","2198"
"3YO4AH2FPFSM014KSI0TEO7E6FM0Q4","3X20CIABYYSC0J9YGO0PY5S7LBJD0L","Complete a Survey About Human Decisions (4 - 8 minutes), First Time Participants Only","Research Survey Affiliated with the University of Pennsylvania, First Time Participants Only","survey, research","$1.00","Fri Mar 15 14:55:06 PDT 2019","152","BatchId:3570059;OriginalHitTemplateId:920937340;","600","259200","Fri Mar 22 17:33:01 PDT 2019","","","30BUDKLTXG3ZKPYA6ZG6PM9E45HE5J","ACGHHDT7RY1AH","Approved","Fri Mar 15 14:55:41 PDT 2019","Fri Mar 15 14:57:40 PDT 2019","Mon Mar 18 14:57:40 PDT 2019","Sat Mar 16 15:56:14 PDT 2019","","","119","100% (1/1)","100% (1/1)","100% (1/1)","9361"
"3YO4AH2FPFSM014KSI0TEO7E6FM0Q4","3X20CIABYYSC0J9YGO0PY5S7LBJD0L","Complete a Survey About Human Decisions (4 - 8 minutes), First Time Participants Only","Research Survey Affiliated with the University of Pennsylvania, First Time Participants Only","survey, research","$1.00","Fri Mar 15 14:55:06 PDT 2019","152","BatchId:3570059;OriginalHitTemplateId:920937340;","600","259200","Fri Mar 22 17:33:01 PDT 2019","","","30IQTZXKANE9VI3Q4Y0MWGYU34RX02","A1909MOQZUXZZ5","Approved","Fri Mar 15 15:43:46 PDT 2019","Fri Mar 15 15:48:44 PDT 2019","Mon Mar 18 15:48:44 PDT 2019","Sat Mar 16 15:56:14 PDT 2019","","","298","100% (1/1)","100% (1/1)","100% (1/1)","6765"
"3YO4AH2FPFSM014KSI0TEO7E6FM0Q4","3X20CIABYYSC0J9YGO0PY5S7LBJD0L","Complete a Survey About Human Decisions (4 - 8 minutes), First Time Participants Only","Research Survey Affiliated with the University of Pennsylvania, First Time Participants Only","survey, research","$1.00","Fri Mar 15 14:55:06 PDT 2019","152","BatchId:3570059;OriginalHitTemplateId:920937340;","600","259200","Fri Mar 22 17:33:01 PDT 2019","","","30MVJZJNHPLQWSMENQ4EYIR8VBNJ9V","A2XI3DX3IJ1TAV","Approved","Fri Mar 15 19:25:26 PDT 2019","Fri Mar 15 19:28:11 PDT 2019","Mon Mar 18 19:28:11 PDT 2019","Sat Mar 16 15:56:15 PDT 2019","","","165","100% (1/1)","100% (1/1)","100% (1/1)","8587"
"3YO4AH2FPFSM014KSI0TEO7E6FM0Q4","3X20CIABYYSC0J9YGO0PY5S7LBJD0L","Complete a Survey About Human Decisions (4 - 8 minutes), First Time Participants Only","Research Survey Affiliated with the University of Pennsylvania, First Time Participants Only","survey, research","$1.00","Fri Mar 15 14:55:06 PDT 2019","152","BatchId:3570059;OriginalHitTemplateId:920937340;","600","259200","Fri Mar 22 17:33:01 PDT 2019","","","30OG32W0SXJ3AE4GAZCSJ390VQKENC","A1UKZZL7ANOZRZ","Approved","Fri Mar 15 15:09:49 PDT 2019","Fri Mar 15 15:12:45 PDT 2019","Mon Mar 18 15:12:45 PDT 2019","Sat Mar 16 15:56:15 PDT 2019","","","176","100% (1/1)","100% (1/1)","100% (1/1)","9849"
"3YO4AH2FPFSM014KSI0TEO7E6FM0Q4","3X20CIABYYSC0J9YGO0PY5S7LBJD0L","Complete a Survey About Human Decisions (4 - 8 minutes), First Time Participants Only","Research Survey Affiliated with the University of Pennsylvania, First Time Participants Only","survey, research","$1.00","Fri Mar 15 14:55:06 PDT 2019","152","BatchId:3570059;OriginalHitTemplateId:920937340;","600","259200","Fri Mar 22 17:33:01 PDT 2019","","","31EUONYN2YB2UAQE641FYWXRLWQOV7","A2R0YYUAWNT7UD","Approved","Fri Mar 15 18:04:51 PDT 2019","Fri Mar 15 18:07:02 PDT 2019","Mon Mar 18 18:07:02 PDT 2019","Sat Mar 16 15:56:15 PDT 2019","","","131","100% (1/1)","100% (1/1)","100% (1/1)","1865"
"3YO4AH2FPFSM014KSI0TEO7E6FM0Q4","3X20CIABYYSC0J9YGO0PY5S7LBJD0L","Complete a Survey About Human Decisions (4 - 8 minutes), First Time Participants Only","Research Survey Affiliated with the University of Pennsylvania, First Time Participants Only","survey, research","$1.00","Fri Mar 15 14:55:06 PDT 2019","152","BatchId:3570059;OriginalHitTemplateId:920937340;","600","259200","Fri Mar 22 17:33:01 PDT 2019","","","31HQ4X3T3VIEWX6DZHGIVS9QRONLSG","A3OOGICWSLXYB0","Approved","Fri Mar 15 20:28:03 PDT 2019","Fri Mar 15 20:30:24 PDT 2019","Mon Mar 18 20:30:24 PDT 2019","Sat Mar 16 15:56:15 PDT 2019","","","141","100% (1/1)","100% (1/1)","100% (1/1)","9126"
"3YO4AH2FPFSM014KSI0TEO7E6FM0Q4","3X20CIABYYSC0J9YGO0PY5S7LBJD0L","Complete a Survey About Human Decisions (4 - 8 minutes), First Time Participants Only","Research Survey Affiliated with the University of Pennsylvania, First Time Participants Only","survey, research","$1.00","Fri Mar 15 14:55:06 PDT 2019","152","BatchId:3570059;OriginalHitTemplateId:920937340;","600","259200","Fri Mar 22 17:33:01 PDT 2019","","","31LVTDXBLAI2VI60KSGD5I4U5K7LRR","A30RAYNDOWQ61S","Approved","Fri Mar 15 14:55:15 PDT 2019","Fri Mar 15 15:04:33 PDT 2019","Mon Mar 18 15:04:33 PDT 2019","Sat Mar 16 15:56:15 PDT 2019","","","558","100% (1/1)","100% (1/1)","100% (1/1)","6282"
"3YO4AH2FPFSM014KSI0TEO7E6FM0Q4","3X20CIABYYSC0J9YGO0PY5S7LBJD0L","Complete a Survey About Human Decisions (4 - 8 minutes), First Time Participants Only","Research Survey Affiliated with the University of Pennsylvania, First Time Participants Only","survey, research","$1.00","Fri Mar 15 14:55:06 PDT 2019","152","BatchId:3570059;OriginalHitTemplateId:920937340;","600","259200","Fri Mar 22 17:33:01 PDT 2019","","","31N2WW6R9UYOCOB2NRCJS7WU2AE3F9","A1CFPKUOCGJIM6","Approved","Fri Mar 15 15:35:12 PDT 2019","Fri Mar 15 15:40:15 PDT 2019","Mon Mar 18 15:40:15 PDT 2019","Sat Mar 16 15:56:15 PDT 2019","","","303","100% (1/1)","100% (1/1)","100% (1/1)","6119"
"3YO4AH2FPFSM014KSI0TEO7E6FM0Q4","3X20CIABYYSC0J9YGO0PY5S7LBJD0L","Complete a Survey About Human Decisions (4 - 8 minutes), First Time Participants Only","Research Survey Affiliated with the University of Pennsylvania, First Time Participants Only","survey, research","$1.00","Fri Mar 15 14:55:06 PDT 2019","152","BatchId:3570059;OriginalHitTemplateId:920937340;","600","259200","Fri Mar 22 17:33:01 PDT 2019","","","31Z0PCVWUNNGWCUQKNKYMSNBYL87TQ","A1A1A9UHNQCI9Y","Approved","Fri Mar 15 15:33:55 PDT 2019","Fri Mar 15 15:36:25 PDT 2019","Mon Mar 18 15:36:25 PDT 2019","Sat Mar 16 15:56:15 PDT 2019","","","150","100% (1/1)","100% (1/1)","100% (1/1)","1356"
